"EstablishmentID","InspectionID","EstablishmentName","PlaceName","Address","Address2","City","State","Zip","TypeDescription","Latitude","Longitude","InspectionDate","Score","Grade","NameSearch","Intersection"
"73002","1386666","JU-LI CREATIONS","","8621 HI VIEW LN","","LOUISVILLE","KY","40272","CATERERS","38.1212000",".0000000","2018-06-08 00:00:00","100","A","JU-LI CREATIONS",""
"41292","1386726","OLE HICKORY PIT BAR B Q","","6106 OLD SHEPHERDSVILLE RD","","LOUISVILLE","KY","40228","FOOD SERVICE","38.1628000","-85.6604000","2018-05-21 00:00:00","","","OLE HICKORY PIT BAR B Q",""
"41292","1386727","OLE HICKORY PIT BAR B Q","","6106 OLD SHEPHERDSVILLE RD","","LOUISVILLE","KY","40228","FOOD SERVICE","38.1628000","-85.6604000","2018-06-05 00:00:00","","","OLE HICKORY PIT BAR B Q",""
"90821","1386729","SONIC DRIVE-IN","","8600 AMBROSSE LN","","LOUISVILLE","KY","40299","FOOD SERVICE","38.1961000","-85.6030000","2018-06-07 00:00:00","","","SONIC DRIVE-IN",""
"75560","1386745","PROOF ON MAIN","","702 W MAIN ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2570000","-85.7618000","2018-06-12 00:00:00","100","A","PROOF ON MAIN",""
"99415","1386756","DUNKIN DONUTS","","4611 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE","38.1775000","-85.8189000","2018-06-04 00:00:00","","","DUNKIN DONUTS",""
"88273","1386760","DAIRY QUEEN","","400 FAIRDALE RD","","FAIRDALE","KY","40118","FOOD SERVICE","38.1050000","-85.7586000","2018-06-05 00:00:00","","","DAIRY QUEEN",""
"103394","1386771","GRAVELY BREWING COMPANY","","514 BAXTER AVE","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2470000","-85.7303000","2018-06-06 00:00:00","","","GRAVELY BREWING COMPANY",""
"38244","1386779","PIZZA HUT #013426","","2733 W BROADWAY","","LOUISVILLE","KY","40211","FOOD SERVICE","38.2498000","-85.7980000","2018-06-06 00:00:00","","","PIZZA HUT #013426",""
"78337","1386803","MOCKINGBIRD VALLEY SOCCER CLUB","","3000 MELLWOOD AVE","","LOUISVILLE","KY","40207","STATIONARY RESTRICTED CONCESSON","38.2738000","-85.6954000","2018-05-21 00:00:00","","","MOCKINGBIRD VALLEY SOCCER CLUB",""
"80098","1386808","WALMART #3610","","7100 RAGGARD RD","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,001 SQ FT OR OVER","38.1715000","-85.8703000","2018-06-01 00:00:00","","","WALMART #3610",""
"92913","1386809","B QUICK FOODMART","","2119 UPPER HUNTERS TRACE","","LOUISVILLE","KY","40216","PRE-PACKAGED RETAIL","38.1680000","-85.8367000","2018-06-01 00:00:00","","","B QUICK FOODMART",""
"81888","1386811","BURGER BOY","","1450 S BROOK ST","","LOUISVILLE","KY","40208","FOOD SERVICE","38.2266000","-85.7551000","2018-06-05 00:00:00","","","BURGER BOY",""
"94491","1386879","TACO LUCHADOR","","938 BAXTER AVE","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2413000","-85.7251000","2018-05-24 00:00:00","","","TACO LUCHADOR",""
"90128","1380419","QDOBA #2632","","312 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2534000","-85.7572000","2018-05-18 00:00:00","94","A","QDOBA #2632",""
"88441","1380420","POTTER'S HOUSE CHILDCARE ENRICHMENT","","314 S WENZEL ST","","LOUISVILLE","KY","40204","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2508000","-85.7345000","2018-05-18 00:00:00","93","A","POTTER'S HOUSE CHILDCARE ENRICHMENT",""
"93095","1380462","MANSION MILLIONAIRE 6","","700 CENTRAL AVE","","LOUISVILLE","KY","40208","FOOD SERVICE","38.2023000","-85.7701000","2018-05-18 00:00:00","100","A","MANSION MILLIONAIRE 6",""
"104880","1380527","STARTING GATE PANTRY 6","","700 CENTRAL AVE","","LOUISVILLE","KY","40208","FOOD SERVICE","38.2042000","-85.7716000","2018-05-18 00:00:00","100","A","STARTING GATE PANTRY 6",""
"104879","1380529","STARTING GATE PANTRY 5","","700 CENTRAL AVE","","LOUISVILLE","KY","40208","FOOD SERVICE","38.2042000","-85.7716000","2018-05-18 00:00:00","98","A","STARTING GATE PANTRY 5",""
"74258","1382785","CUBA FOOD MART","","5422 NEW CUT RD","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1492000","-85.7765000","2018-05-29 00:00:00","100","A","CUBA FOOD MART",""
"88495","1382791","SUBWAY","","5469 NEW CUT RD","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1463000","-85.7751000","2018-05-29 00:00:00","99","A","SUBWAY",""
"34319","1382801","IN & OUT DAIRY MART","","2329 PORTLAND AVE","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2702000","-85.7871000","2018-05-29 00:00:00","100","","IN & OUT DAIRY MART",""
"99404","1382820","LIFE BAR, LLC","","3046 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2130000","-85.1738000","2018-05-29 00:00:00","100","A","LIFE BAR, LLC",""
"48150","1384698","COURTYARD CAFE BY MASTERSONS","","680 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2466000","-85.7585000","2018-06-04 00:00:00","96","A","COURTYARD CAFE BY MASTERSONS",""
"104809","1386918","TACO BELL","","5414 NEW CUT RD","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1498000","-85.7766000","2018-05-22 00:00:00","","","TACO BELL",""
"34237","1386953","SPEEDWAY #9653","","1422 POPLAR LEVEL RD","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2194000","-85.7291000","2018-06-04 00:00:00","","","SPEEDWAY #9653",""
"62821","1387009","UPPER HIGHLANDS SWIM CLUB","","2411 PARKDALE AVE","","LOUISVILLE","KY","40220","FOOD SERVICE","38.2356000","-85.6208000","2018-06-12 00:00:00","97","A","UPPER HIGHLANDS SWIM CLUB",""
"105352","1387065","AGAPE CHILD DEVELOPMENT CENTER","","3620 W BROADWAY","","LOUISVILLE","KY","40211","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2496000","-85.8119000","2018-06-06 00:00:00","99","","AGAPE CHILD DEVELOPMENT CENTER",""
"34237","1382933","SPEEDWAY #9653","","1422 POPLAR LEVEL RD","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2194000","-85.7291000","2018-05-29 00:00:00","99","","SPEEDWAY #9653",""
"33742","1382996","DOMINO'S PIZZA #1435","","7924 FEGENBUSH LN","","LOUISVILLE","KY","40228","FOOD SERVICE","38.1375000","-85.6137000","2018-05-11 00:00:00","","","DOMINO'S PIZZA #1435",""
"78337","1384848","MOCKINGBIRD VALLEY SOCCER CLUB","","3000 MELLWOOD AVE","","LOUISVILLE","KY","40207","STATIONARY RESTRICTED CONCESSON","38.2738000","-85.6954000","2018-05-21 00:00:00","","","MOCKINGBIRD VALLEY SOCCER CLUB",""
"78337","1384853","MOCKINGBIRD VALLEY SOCCER CLUB","","3000 MELLWOOD AVE","","LOUISVILLE","KY","40207","STATIONARY RESTRICTED CONCESSON","38.2738000","-85.6954000","2018-05-29 00:00:00","","","MOCKINGBIRD VALLEY SOCCER CLUB",""
"84446","1384857","LOU. METRO YOUTH CENTER C/O MICHELLE SHARP","","720 W JEFFERSON ST","","LOUISVILLE","KY","40202","CONFINEMENT FACILITY FOOD SERVICE","38.2544000","-85.7623000","2018-06-01 00:00:00","","","LOU. METRO YOUTH CENTER C/O MICHELLE SHARP",""
"105399","1388430","TORTILLERIA Y ROSTICERIA LA OAXAQUENA","","5410 DEL MARIA PLACE","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1693000","-85.6077000","2018-06-07 00:00:00","100","","TORTILLERIA Y ROSTICERIA LA OAXAQUENA",""
"83104","1380855","JASON'S DELI","","4600 SHELBYVILLE RD","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2503000","-85.6294000","2018-05-21 00:00:00","100","A","JASON'S DELI",""
"81481","1380961","HARDEE'S","","3459 TAYLOR BLVD","","LOUISVILLE","KY","40215","FOOD SERVICE","38.1972000","-85.7828000","2018-05-21 00:00:00","98","A","HARDEE'S",""
"102588","1381019","MANLEY'S MARATHON","","7205 MANSLICK RD","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1556000","-85.8014000","2018-05-21 00:00:00","96","","MANLEY'S MARATHON",""
"32382","1381031","SPEEDWAY #9686","","6821 SOUTHSIDE AVE","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1588000","-85.7643000","2018-05-21 00:00:00","93","","SPEEDWAY #9686",""
"102884","1381064","QUILLS COFFEE","","802 E MAIN ST","","LOUISVILLE","KY","40206","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2544000","-85.7377000","2018-05-21 00:00:00","99","A","QUILLS COFFEE",""
"102884","1381065","QUILLS COFFEE","","802 E MAIN ST","","LOUISVILLE","KY","40206","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2544000","-85.7377000","2018-05-21 00:00:00","100","","QUILLS COFFEE",""
"100981","1383052","ALL KIDS MATTER CHILDCARE","","2922 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2083000","-85.7990000","2018-05-29 00:00:00","100","A","ALL KIDS MATTER CHILDCARE",""
"101786","1383053","WHITE CASTLE  #13","","3701 S 7TH ST","","LOUISVILLE","KY","40216","FOOD SERVICE","38.1967000","-85.7991000","2018-05-29 00:00:00","96","A","WHITE CASTLE  #13",""
"101735","1384939","SUBWAY #11525","","4945 BROWNSBORO RD","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2833000","-85.6298000","2018-06-04 00:00:00","","","SUBWAY #11525",""
"86218","1385040","SUNERGOS COFFEE","","306 W WOODLAWN AVE","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1816000","-85.7664000","2018-06-05 00:00:00","98","A","SUNERGOS COFFEE",""
"96332","1385047","MI PREFERIDA","","8104 NATIONAL TURNPIKE","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1336000","-85.7526000","2018-06-05 00:00:00","95","A","MI PREFERIDA",""
"102648","1387088","DINING WITH GABOR AND MORE","","1812 W MUHAMMAD ALI BLVD","","LOUISVILLE","KY","40203","CATERERS","38.2535000","-85.7816000","2018-06-12 00:00:00","99","A","DINING WITH GABOR AND MORE",""
"105354","1387137","BEE HIVE HOMES OF SMYRNA","","8800 SMYRNA PKWY","","LOUISVILLE","KY","40228","FOOD SERVICE (HOSPITAL / NURSING HOME","38.1217000","-85.6442000","2018-06-04 00:00:00","89","","BEE HIVE HOMES OF SMYRNA",""
"105357","1387222","LOLLI & POPS","","7900 SHELBYVILLE RD","","LOUISVILLE","KY","40222","PRE-PACKAGED RETAIL","38.2470000","-85.6099000","2018-06-04 00:00:00","100","","LOLLI & POPS",""
"105036","1381225","RABBIT HOLE DISTILLERY","","711 E JEFFERSON ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2523000","-85.7394000","2018-05-22 00:00:00","100","A","RABBIT HOLE DISTILLERY",""
"35139","1381227","KROGER L-346","","3039 BRECKENRIDGE LN","","LOUISVILLE","KY","40220","RETAIL-FOOD  10,001 SQ FT OR OVER","38.2177000",".0000000","2018-05-22 00:00:00","100","A","KROGER L-346",""
"93247","1381288","SUPER USA #101","","2912 BROWNSBORO RD","","LOUISVILLE","KY","40206","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2604000","-85.6874000","2018-05-21 00:00:00","93","","SUPER USA #101",""
"31586","1381296","RIVER'S EDGE","","6301 BASS RD","","PROSPECT","KY","40059","FOOD SERVICE (HOSPITAL / NURSING HOME","38.3508000","-85.6267000","2018-05-22 00:00:00","100","A","RIVER'S EDGE",""
"98639","1381324","PEKING CITY EXPRESS","","4000 DUTCHMANS LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2334000","-85.6348000","2018-05-22 00:00:00","100","A","PEKING CITY EXPRESS",""
"36536","1383266","SPEEDWAY #9662","","4300 CRITTENDEN DR","","LOUISVILLE","KY","40209","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1930000","-85.7513000","2018-05-30 00:00:00","97","","SPEEDWAY #9662",""
"99662","1383267","JB'S PUB","","307 CENTRAL AVE","","LOUISVILLE","KY","40208","FOOD SERVICE","38.2051000","-85.7646000","2018-05-30 00:00:00","99","A","JB'S PUB",""
"68059","1383269","WALMART #3294","","7101 CEDAR SPRINGS BLVD","","LOUISVILLE","KY","40291","RETAIL-FOOD  10,001 SQ FT OR OVER","38.1427000","-85.5872000","2018-05-30 00:00:00","100","","WALMART #3294",""
"92712","1383270","STONY BROOK CHILD CARE","","5206 ST. GABRIEL LN","","LOUISVILLE","KY","40291","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1708000","-85.6020000","2018-05-30 00:00:00","97","A","STONY BROOK CHILD CARE",""
"60707","1383271","WHITE CASTLE #28","","7200 CEDAR SPRINGS BLVD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1446000","-85.5852000","2018-05-30 00:00:00","100","A","WHITE CASTLE #28",""
"93324","1383273","GITA'S CATERING AT HOLIDAY INN","","6551 PARAMOUNT PARK DR","","LOUISVILLE","KY","40213","CATERERS","38.1541000","-85.7122000","2018-05-30 00:00:00","96","A","GITA'S CATERING AT HOLIDAY INN",""
"84451","1383274","#52 SPORTS BAR & KITCHEN","","6551 PARAMOUNT PARK DR","","LOUISVILLE","KY","40213","FOOD SERVICE","38.1550000","-85.7126000","2018-05-30 00:00:00","96","A","#52 SPORTS BAR & KITCHEN",""
"89684","1385056","SUBWAY","","10512 FISCHER PARK DR","","LOUISVILLE","KY","40241","FOOD SERVICE","38.2966000","-85.5578000","2018-06-05 00:00:00","98","A","SUBWAY",""
"35172","1385058","STANDARD CC POOL SNACK BAR","","8208 STANDARD CLUB LN","","LOUISVILLE","KY","40241","FOOD SERVICE","38.2931000","-85.5977000","2018-06-05 00:00:00","97","A","STANDARD CC POOL SNACK BAR",""
"84135","1385059","WOODS OF ST THOMAS CLUB","","6701 FALLEN LEAF CIRCLE","","LOUISVILLE","KY","40241","FOOD SERVICE","38.2915000","-85.6243000","2018-06-05 00:00:00","99","A","WOODS OF ST THOMAS CLUB",""
"86330","1385061","ZOE'S KITCHEN","","4126 SUMMIT PLAZA DR","","LOUISVILLE","KY","40241","FOOD SERVICE","38.3063000","-85.5774000","2018-06-05 00:00:00","97","A","ZOE'S KITCHEN",""
"68655","1385078","HIKES POINT CHILD CARE","","3046 HUNSINGER LN","","LOUISVILLE","KY","40220","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2170000","-85.6242000","2018-06-05 00:00:00","100","A","HIKES POINT CHILD CARE",""
"100049","1385081","CARALIS ROTISSERIE CHICKEN","","9148 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2121000","-85.5890000","2018-06-05 00:00:00","99","A","CARALIS ROTISSERIE CHICKEN",""
"99415","1385092","DUNKIN DONUTS","","4611 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE","38.1775000","-85.8189000","2018-06-04 00:00:00","97","A","DUNKIN DONUTS",""
"34244","1385093","SPEEDWAY #9646","","3915 DIXIE HWY","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1945000","-85.8052000","2018-06-04 00:00:00","98","A","SPEEDWAY #9646",""
"34244","1385094","SPEEDWAY #9646","","3915 DIXIE HWY","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1945000","-85.8052000","2018-06-04 00:00:00","98","","SPEEDWAY #9646",""
"96242","1385095","PERFECT ANGELS DAYCARE","","3845 CANE RUN RD","","LOUISVILLE","KY","40211","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2154000","-85.8179000","2018-06-04 00:00:00","99","A","PERFECT ANGELS DAYCARE",""
"102225","1385096","ALADDIN'S CAFE","","1613 BARDSTOWN RD","","LOUISVILLE","KY","40204","FOOD SERVICE","38.1388000","-85.4220000","2018-06-05 00:00:00","97","A","ALADDIN'S CAFE",""
"99344","1385098","CHICK-FIL-A","","6630 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","38.1543000","-85.8356000","2018-06-05 00:00:00","98","A","CHICK-FIL-A",""
"86553","1387404","WAFFLE HOUSE #1887","","10563 DIXIE HWY","","LOUISVILLE","KY","40272","FOOD SERVICE","38.1014000","-85.8705000","2018-06-13 00:00:00","95","A","WAFFLE HOUSE #1887",""
"105246","1387417","CAFE MIMOSA","","1543 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2315000","-85.7069000","2018-06-13 00:00:00","96","A","CAFE MIMOSA",""
"90496","1387427","QDOBA #2753","","1831 BLANKENBAKER PKWY","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2155000","-85.5381000","2018-06-13 00:00:00","99","A","QDOBA #2753",""
"100440","1387429","MCDONALD'S #4924","","3100 POPLAR LEVEL RD","","LOUISVILLE","KY","40219","FOOD SERVICE","38.2115000","-85.7209000","2018-06-13 00:00:00","93","A","MCDONALD'S #4924",""
"34812","1387430","ORIENTAL STAR","","4212 BISHOP LN","","LOUISVILLE","KY","40218","FOOD SERVICE","38.2003000","-85.6867000","2018-06-13 00:00:00","94","A","ORIENTAL STAR",""
"89892","1387431","COME BACK INN","","909 SWAN ST","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2395000","-85.7364000","2018-06-13 00:00:00","79","C","COME BACK INN",""
"84063","1387432","ZANZABAR","","2100 S PRESTON ST","","LOUISVILLE","KY","40217","FOOD SERVICE","38.2175000","-85.7458000","2018-06-13 00:00:00","98","A","ZANZABAR",""
"34897","1381549","FRISCH'S BIG BOY #153","","1710 LINCOLN AVE","","LOUISVILLE","KY","40213","FOOD SERVICE","38.1971000",".0000000","2018-05-22 00:00:00","98","A","FRISCH'S BIG BOY #153",""
"30085","1381550","SPEEDWAY #9709","","4239 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1974000","-85.7077000","2018-05-22 00:00:00","97","A","SPEEDWAY #9709",""
"105246","1383332","CAFE MIMOSA","","1543 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2315000","-85.7069000","2018-05-16 00:00:00","89","","CAFE MIMOSA",""
"104076","1383429","PLATINUM FOOD MART","","1025 W BROADWAY","","LOUISVILLE","KY","40203","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2476000","-85.7691000","2018-05-30 00:00:00","95","A","PLATINUM FOOD MART",""
"104076","1383430","PLATINUM FOOD MART","","1025 W BROADWAY","","LOUISVILLE","KY","40203","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2476000","-85.7691000","2018-05-30 00:00:00","94","","PLATINUM FOOD MART",""
"90602","1383432","VFW POST 2921","","2902 S 7TH ST","","LOUISVILLE","KY","40216","FOOD SERVICE","38.2043000","-85.7907000","2018-05-30 00:00:00","96","A","VFW POST 2921",""
"41292","1385119","OLE HICKORY PIT BAR B Q","","6106 OLD SHEPHERDSVILLE RD","","LOUISVILLE","KY","40228","FOOD SERVICE","38.1628000","-85.6604000","2018-06-05 00:00:00","94","A","OLE HICKORY PIT BAR B Q",""
"99670","1385128","FIESTA TIME AMIGOS","","8123 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1292000","-85.5763000","2018-06-05 00:00:00","98","A","FIESTA TIME AMIGOS",""
"104916","1387545","SANCTUARY CHURCH KITCHEN","","930 MARY ST","","LOUISVILLE","KY","40204","FOOD SERVICE COMMISSARY","38.2338000","-85.9430000","2018-06-13 00:00:00","99","A","SANCTUARY CHURCH KITCHEN",""
"65058","1387547","QUALITY INN & SUITES","","311 E GAULBERT AVE","","LOUISVILLE","KY","40208","FOOD SERVICE","38.2239000","-85.7529000","2018-06-14 00:00:00","98","A","QUALITY INN & SUITES",""
"103888","1381554","WINGATE LOUISVILLE FAIR & EXPO CENTER","","3200 KEMMONS DR","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2047000","-85.6808000","2018-05-23 00:00:00","100","","WINGATE LOUISVILLE FAIR & EXPO CENTER",""
"105179","1381625","HOME 2 SUITES AIRPORT","","3000 CRITTENDEN DR","","LOUISVILLE","KY","40209","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2003000","-85.7518000","2018-05-17 00:00:00","96","","HOME 2 SUITES AIRPORT",""
"46436","1387978","SPEEDWAY #9701","","8510 NATIONAL TURNPIKE","","FAIRDALE","KY","40118","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1253000","-85.7491000","2018-06-14 00:00:00","97","","SPEEDWAY #9701",""
"43367","1388002","KENESETH ISRAEL PRESCHOOL","","2531 TAYLORSVILLE RD","","LOUISVILLE","KY","40205","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2241000","-85.6748000","2018-06-14 00:00:00","100","A","KENESETH ISRAEL PRESCHOOL",""
"35203","1388025","INDI'S","","4419 CANE RUN RD","","LOUISVILLE","KY","40216","FOOD SERVICE","38.1967000","-85.8403000","2018-06-14 00:00:00","96","A","INDI'S",""
"34009","1388034","UPTOWN CAFE","","1624 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2301000","-85.7040000","2018-06-14 00:00:00","94","A","UPTOWN CAFE",""
"86178","1378359","FRIENDLY MART BP","","3741 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40299","PRE-PACKAGED RETAIL","38.1962000","-85.6035000","2018-05-10 00:00:00","98","","FRIENDLY MART BP",""
"47951","1378434","VIETNAM KITCHEN","","5339 MITSCHER AVE","","LOUISVILLE","KY","40214","FOOD SERVICE","38.1706000","-85.7700000","2018-05-10 00:00:00","98","A","VIETNAM KITCHEN",""
"84449","1378446","BISTRO 42","","6021 TIMBER RIDGE DR","","PROSPECT","KY","40059","FOOD SERVICE","38.3353000","-85.6235000","2018-05-10 00:00:00","100","A","BISTRO 42",""
"82908","1378448","SAV-A-STEP","","13702 LAGRANGE RD","","LOUISVILLE","KY","40245","RETAIL-FOOD  10,000 SQ FT OR LESS","38.3013000","-85.4994000","2018-05-10 00:00:00","98","A","SAV-A-STEP",""
"34685","1381728","ROBBEN'S ROOST","","5906 SIX MILE LN","","LOUISVILLE","KY","40220","FOOD SERVICE","38.1950000","-85.6507000","2018-05-22 00:00:00","100","A","ROBBEN'S ROOST",""
"33164","1381732","WOODHAVEN COUNTRY CLUB","","7200 WOODHAVEN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1722000","-85.6275000","2018-05-23 00:00:00","92","A","WOODHAVEN COUNTRY CLUB",""
"72441","1381733","AFC SUSHI @ KROGER #389","","5929 TIMBER RIDGE DR","","PROPSECT","KY","40059","FOOD SERVICE","38.3403000","-85.6214000","2018-05-23 00:00:00","100","A","AFC SUSHI @ KROGER #389",""
"63776","1381735","KROGER L-389","","5929 TIMBER RIDGE DR","","PROSPECT","KY","40059","RETAIL-FOOD  10,001 SQ FT OR OVER","38.3403000","-85.6214000","2018-05-23 00:00:00","98","","KROGER L-389",""
"94876","1381783","4TH AVE UNITED METHODIST CHURCH","","318 W ST. CATHERINE ST","","LOUISVILLE","KY","40203","FOOD SERVICE","38.2371000","-85.7595000","2018-05-22 00:00:00","95","A","4TH AVE UNITED METHODIST CHURCH",""
"92244","1381784","8 TASTE OF CHINA","","1167 S 4TH ST","","LOUISVILLE","KY","40203","FOOD SERVICE","38.2351000","-85.7602000","2018-05-22 00:00:00","90","A","8 TASTE OF CHINA",""
"83179","1381792","PUERTO VALLARTA","","7813 BEULAH CHURCH RD","","LOUISVILLE","KY","40228","FOOD SERVICE","38.1235000","-85.6148000","2018-05-23 00:00:00","97","A","PUERTO VALLARTA",""
"103887","1385404","DUNKIN DONUTS","","2815 FERN VALLEY RD","","LOUISVILLE","KY","40213","FOOD SERVICE","38.1574000","-85.7112000","2018-06-06 00:00:00","93","A","DUNKIN DONUTS",""
"90012","1385409","SONIC DRIVE-IN","","3641 SPRINGHURST BLVD","","LOUISVILLE","KY","40241","FOOD SERVICE","38.3801000","-85.5591000","2018-06-06 00:00:00","99","A","SONIC DRIVE-IN",""
"99856","1385417","WING ZONE","","3038 HUNSINGER LN","","LOUISVILLE","KY","40220","FOOD SERVICE","38.2177000","-85.6248000","2018-06-06 00:00:00","99","A","WING ZONE",""
"88269","1385420","BRIGHT BEGINNINGS LEARNING CENTER","","2603 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2121000","-85.7966000","2018-06-06 00:00:00","98","A","BRIGHT BEGINNINGS LEARNING CENTER",""
"75562","1385423","FRISCH'S BIG BOY #203","","6209 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1554000","-85.5891000","2018-06-06 00:00:00","97","A","FRISCH'S BIG BOY #203",""
"89770","1385424","DAIRY QUEEN","","6205 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","38.1558000","-85.5894000","2018-06-06 00:00:00","97","A","DAIRY QUEEN",""
"57089","1388263","PT'S SHOW CLUB","","227 E MARKET ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2549000","-85.7491000","2018-06-15 00:00:00","100","A","PT'S SHOW CLUB",""
"82544","1378463","40 ACRES & A MULE","","1800 DIXIE HWY","","LOUISVILLE","KY","40210","FOOD SERVICE","38.2246000","-85.7919000","2018-05-10 00:00:00","91","A","40 ACRES & A MULE",""
"70057","1378470","SINCERELY YOURS CATERING","","1515 CYPRESS ST","","LOUISVILLE","KY","40211","CATERERS","38.2300000",".0000000","2018-05-10 00:00:00","99","A","SINCERELY YOURS CATERING",""
"93714","1378478","ZAXBY'S","","10715 DIXIE HWY","","LOUISVILLE","KY","40272","FOOD SERVICE","38.9810000","-85.8724000","2018-05-10 00:00:00","99","A","ZAXBY'S",""
"77062","1378563","SILVER SPOON","","604 S 3RD ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2485000",".0000000","2018-05-10 00:00:00","94","A","SILVER SPOON",""
"71031","1378621","MCALISTER'S #1135","","2400 LIME KILN LN","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2865000","-85.6292000","2018-05-11 00:00:00","95","A","MCALISTER'S #1135",""
"99674","1381806","VIETNAM ORIENTAL FOOD MARKET","","5019 S 3RD ST","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1735000","-85.7670000","2018-05-23 00:00:00","87","","VIETNAM ORIENTAL FOOD MARKET",""
"105192","1381837","BLAIRWOOD GRILL","","9300 BLAIRWOOD RD","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2263000","-85.5843000","2018-05-17 00:00:00","100","","BLAIRWOOD GRILL",""
"105197","1381907","EL NOPAL","","4414 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE","38.1828000","-85.8155000","2018-05-21 00:00:00","100","","EL NOPAL",""
"40991","1383903","SPEEDWAY #9783","","4900 OUTER LOOP","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1373000",".0000000","2018-05-31 00:00:00","90","A","SPEEDWAY #9783",""
"34396","1383909","HUNTING CREEK COUNTRY CLUB","","6807 FOXCRAFT RD","","PROSPECT","KY","40059","FOOD SERVICE","38.3448000","-85.6035000","2018-05-31 00:00:00","97","A","HUNTING CREEK COUNTRY CLUB",""
